indicator_name,indicator_code
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS
Import value index (2015 = 100),TM.VAL.MRCH.XD.WD
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT
Commercial service imports (current US$),TM.VAL.SERV.CD.WT
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD
Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN
Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN
ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN
Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS
Export value index (2015 = 100),TX.VAL.MRCH.XD.WD
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT
Commercial service exports (current US$),TX.VAL.SERV.CD.WT
High-technology exports (current US$),TX.VAL.TECH.CD
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT
Voice and Accountability: Estimate,VA.EST
Voice and Accountability: Number of Sources,VA.NO.SRC
Voice and Accountability: Percentile Rank,VA.PER.RNK
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER
Voice and Accountability: Standard Error,VA.STD.ERR
Battle-related deaths (number of people),VC.BTL.DETH
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5
